,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115
0,0.64381224,0.99472356,0.8767221,0.60967183,0.34939098,0.540619,0.9135636,0.45753783,0.01928392,1.5299958,0.41810417,0.5644352,-0.10858479,-1.0070617,-1.3706396,-0.08732116,-0.22238582,0.70056725,0.9171055,1.0787997,1.5344621,0.7647782,1.1965779,-0.93012685,1.9433155,-1.1914485,0.20699435,0.129486,1.4443057,0.4506148,-0.6425396,1.3573934,0.82115144,1.012817,1.4134786,0.4018995,1.432536,-0.5845232,-0.48101902,-1.1349479,-0.63408214,1.505635,0.94775736,-1.089277,-0.8956526,0.7127067,2.0459087,0.40291286,1.2838247,-0.7998158,0.39621046,1.2728101,-1.3219708,0.44831395,0.7391823,-0.97449136,0.72614086,1.5771132,0.5667963,-0.78718686,-0.7525573,1.4827429,0.37519145,-0.072811596,0.69379735,0.33383447,0.84109783,1.1355431,-0.838408,-1.2786314,-0.42378786,-1.3321651,-0.2041018,0.3653906,1.0964136,0.7250837,-0.12772119,1.7879326,1.3954086,0.7394202,1.7726318,-0.74024725,0.8187619,0.094833106,1.9726195,0.3827148,-1.716652,-1.6044497,0.2601574,0.72911805,1.1378305,2.0363486,-0.54235077,1.1332917,1.6154985,1.0106609,2.013554,-0.23835722,-0.41919494,-0.4525485,-0.61507916,0.9235753,-1.1995218,-0.980339,-1.1898087,-0.011584982,-0.5247823,1.6002173,1.4056491,-1.4000219,-0.7492496,1.3293874,0.927331,0.90311754,1.6131846,0.47749954
1,0.6395508,1.0400844,0.8704007,0.5708847,0.33959234,0.54698384,0.9332361,0.5739956,0.6859865,1.5015644,0.4015056,0.57665503,-0.09131464,-0.9430424,-1.3702714,-0.06512499,-0.24898726,0.6400856,0.47025657,1.0765052,1.5470979,0.75174063,1.1559703,-0.8846394,0.9130869,-1.1556035,0.27198714,0.122477084,1.4406565,0.4586774,-0.6380003,1.3459179,0.8467751,1.0590531,1.387259,0.4002161,1.3125829,-0.5755764,-0.46184903,-0.5918383,-0.6374171,1.4927518,0.82532394,-0.977544,-0.8978975,0.7296255,2.038818,0.37966043,1.2515401,-0.81384194,0.3424862,1.1717205,-1.298639,0.44619152,0.7047147,-0.9800346,0.75238425,1.5311892,0.5023676,-0.77010936,-0.70761436,1.7142,0.41288143,-0.11634672,0.8274114,0.31493193,0.7955742,1.0800532,-0.9119993,-1.1403171,-0.42793387,-1.364311,-0.17064983,0.38730928,1.087826,0.6023872,-0.17273435,1.7705487,1.4207401,0.7992712,1.7773774,-0.8668627,0.2549621,0.034655333,1.8690112,0.3477416,-1.7450291,-1.6220199,0.31209874,0.4848948,1.1496608,1.94591,-0.5733743,1.1382973,1.5824646,1.0171057,1.9705664,-0.25753427,-0.39862832,-0.3803215,-0.5531678,0.9030815,-1.2270076,-1.0343685,0.2581858,0.08785115,-0.5637486,1.5308319,1.3823509,-1.4464211,-0.76474476,1.3946378,0.9140382,0.902853,1.5935105,0.5826644
2,0.18753928,-0.2170797,-0.15381297,0.5150852,0.93493694,-0.43242148,-0.5732504,0.68189573,-0.36835414,-0.20262927,0.21590066,0.9268975,0.17917436,-0.18790495,0.45904422,0.2232858,-1.3313442,-1.2635267,0.43530142,1.0053357,-0.30734652,0.24948448,-0.62441677,-0.7639793,0.8746097,1.7930926,0.522522,0.2767384,0.030855775,1.4360954,-0.6496124,-0.6624944,0.74176073,-0.16859919,-0.64016104,-0.0113559775,-0.6327727,1.7459003,1.074516,0.43613175,0.87132597,-0.29383105,0.2118622,0.3141204,0.60645795,0.67740256,-0.4030293,1.8661878,-0.41255748,0.2877139,0.5343635,0.20743775,0.39058325,-1.8174849,-0.089212656,0.03238517,0.6150475,-0.48081505,-0.5773611,1.5870764,1.7861547,0.7468002,0.12532184,1.3755641,1.7048163,1.3924568,0.41369033,1.1928512,0.7452476,0.34880078,-0.035407722,-0.26190066,-0.8293725,0.071034074,-0.35292363,-0.8975399,-0.033435404,0.54213786,0.44125694,0.6751008,0.58656764,0.243168,-0.08900547,-0.15335262,0.25745904,-1.1771293,0.56743705,0.20887244,0.7318741,-0.7205869,0.6427634,-0.40762073,-0.56974936,-0.4942484,-0.1432479,1.2258313,-0.42471403,1.75028,-0.4169196,0.2886361,1.5226536,0.91418594,-0.38585448,-0.8668634,0.41854584,-0.80906224,-0.47756198,1.372523,-0.64848065,0.5821005,-0.46192646,-0.47950214,0.90306675,0.9123867,0.7803492,1.8224069
3,-0.009423554,0.14315867,0.46421015,-0.7771411,0.0317387,0.36391413,0.33773088,0.27523208,0.6630484,0.39504027,-0.15312332,-1.2502193,0.23552829,0.38315833,-0.36843467,-0.78325385,0.9333864,0.6298461,0.6980312,-0.89359623,-0.9648099,-1.8203961,-0.66352534,0.013009548,-2.4664047,-1.1982083,-0.27898633,0.98105663,-1.1139095,-1.2617021,1.2034001,-0.65396357,-1.4149423,-1.5798012,-0.6530931,-1.9670367,1.1154404,-0.5928533,0.7573798,-0.0368495,0.87075484,-1.1899211,-1.6643313,-1.0484589,-1.1035732,-1.4337854,-0.41294697,-0.49277467,-0.81649864,-0.7442052,-1.3499856,0.7303185,-1.3131623,0.68536556,1.1500549,1.58359,0.7169496,-1.3214903,1.7461822,0.24271488,-0.71302867,-0.605172,-0.76934326,-1.2447829,-0.63494307,-0.5294153,-0.9227115,-0.39847192,0.34742367,-0.15062642,0.3472463,0.623283,-1.4188266,-1.986008,0.4242658,1.1442668,0.8955123,-0.5871523,-1.0509386,-1.644479,-0.6025007,0.31780893,0.602522,0.36411703,-0.535431,0.6308707,-0.54270095,0.46589118,-0.6890998,0.6933996,0.09877966,-0.384016,0.39819086,-0.63038033,-0.81007683,-0.13879025,-0.44673648,-0.6908133,-0.40445358,-0.5456098,-0.6211115,0.8991964,-0.81689703,0.79970634,-1.2143978,1.4572468,-0.77662486,-0.033372164,-0.6697494,0.42699,0.7680619,-0.99677014,0.91090745,0.8735885,-0.64310014,-0.5261198
4,0.28101355,0.025626302,-0.11029497,0.4500692,0.9357604,-0.26828146,-0.37888157,-0.14721254,-0.32686245,-0.13256472,0.2862516,0.8093508,0.14118266,-0.3351148,0.26516628,0.20092428,-1.2422777,-1.2941375,0.5076773,0.9995954,-0.32922798,0.2309196,-0.41186026,-0.71148086,1.0104632,0.889665,0.5010952,0.40098727,-0.011987448,1.3107443,-0.6486058,-0.58860886,0.64499724,0.064210355,-0.4968921,-0.008078359,-0.6077103,-0.22374147,0.8537693,0.39202088,-0.53873533,0.0053438544,0.20985183,0.24175483,0.57362056,0.7235303,-0.34051403,0.030145586,-0.20034865,0.25655222,0.5582891,0.25984395,0.3282863,-1.636786,-0.040397942,-0.2494362,0.6191816,-0.38026845,-0.576578,-0.6845272,1.7708955,0.52824885,0.07540807,1.144319,1.5982983,1.2184823,0.37744653,1.1150364,0.5146501,0.16247433,0.15650415,-0.25884968,-0.7607806,-0.017789662,0.25349462,-0.9034392,-0.19865683,0.6353326,0.19719052,0.6822988,0.45598203,-0.026809573,0.06382343,-0.096333966,-0.097254574,-1.1288795,0.54190516,0.18637943,0.59584486,0.6176867,0.40703678,-0.47859251,-0.5142251,-0.5896777,-0.35041237,1.1792262,-0.4003411,1.2345318,-0.4362713,0.12160897,1.2907763,0.99303156,-0.109544426,-0.6545032,0.4065018,-0.917977,-0.553223,-0.80264944,-0.52125376,0.7012089,-0.4720428,-0.6205311,0.89703625,0.9064159,0.66052896,0.10872084
5,0.94324625,-0.14325738,-0.8958566,0.91991913,-1.4488807,1.0136175,1.1701883,-0.29938304,0.017118469,-0.23577443,0.66091883,2.2814581,1.0087421,1.6926084,1.5948348,1.8483368,1.283339,1.2476543,0.00461635,-0.88479835,-0.34640187,-0.36301255,1.4308442,1.3920445,0.3902272,0.21091864,1.4299904,1.0512218,0.11396432,0.577492,1.3465202,-0.65177137,-0.8272668,0.7471243,-0.4857914,0.58361685,-0.663609,1.501509,-0.040035993,1.6741099,0.9184731,0.862653,0.5722621,0.780721,0.08010988,0.92593783,-0.405734,-0.6182513,-0.44944048,-0.78088737,0.39294693,-0.8217529,0.70226544,0.85295385,-0.5767126,-1.0060322,-0.84090555,0.16321659,-0.6034478,-0.53338337,-0.73444754,-0.5800891,1.7913032,-0.14138818,-0.64603657,0.8473921,-1.4906183,-0.3752063,0.26953605,1.7336082,0.5360265,1.0571642,0.8891029,0.7190565,0.96793556,-0.9240423,-1.2394643,-0.6136212,-0.8311073,0.84120023,-0.60980034,1.7003624,0.29420328,0.49058545,-0.4161358,0.77380866,0.2513978,1.2522924,1.3518826,0.7666039,0.6258252,-0.3945111,-0.5832911,-0.65574944,-0.5158739,0.18736881,-0.44810817,-0.64137286,-0.36567283,2.009174,-0.6149821,0.8740229,1.4121656,1.0268643,0.4745053,-0.8607965,-0.7355876,-0.8935697,-1.1638554,0.98393065,-1.0109076,0.66755414,0.9115049,0.9016585,-0.5980387,-0.64586496
6,0.95116377,-0.15688348,-0.90596056,0.92227983,-1.4366806,1.0168285,1.1642518,-0.2621103,0.021526307,-0.26508918,0.66038764,0.63759553,1.0024819,1.7025906,1.6005827,1.849354,1.2538216,1.3399466,0.011265844,-0.87871265,-0.34588146,-0.38038892,1.3583875,1.3603206,0.3692907,0.24356508,1.4027221,1.0633519,0.044693887,0.57649124,1.3749917,-0.6163336,-0.8401501,0.67827415,-0.6472688,0.59692955,-0.69724095,-0.59483,-0.021270752,1.7005442,0.91252613,0.84244895,0.5938318,0.7628056,0.056759126,0.9253384,-0.39153948,-0.55723727,-0.49443626,-0.7477888,0.354936,-0.9044886,0.7054943,0.84817064,0.19081995,-0.9442144,-0.8265537,0.12602115,-0.52950394,-0.1736911,-0.7463685,-0.62101674,1.7415597,-0.30677825,-0.5652193,0.76623166,-1.582253,-0.35347974,0.11482146,1.7174519,0.71231383,1.0695169,1.1083829,0.7063621,0.9134407,-0.8981897,-1.4057279,-0.5641996,-1.0403588,0.83827937,-0.61598605,1.7349759,0.29148105,0.56098014,-0.54578596,0.8958343,0.23697273,1.3144357,1.30183,0.7571675,0.51220953,-0.42664212,-0.56617737,-0.6456483,-0.63826394,0.06624395,-0.42004016,-0.6715629,-0.41120642,1.8081448,-0.6401013,0.95029587,1.4691126,1.1649197,0.4844692,-0.8297624,-0.71347857,-1.0436194,-0.9266297,1.0196711,-0.8963267,0.34405684,0.9178546,0.9128432,-0.64399874,-0.72457075
7,-0.10111742,0.1499865,0.5656192,-0.71206045,0.021591961,0.31834537,0.36854994,0.23618644,0.68231905,0.40203053,-0.13559482,-1.2154502,0.19514543,0.4069711,-0.40110236,-0.8003478,0.9579977,0.49851602,0.7042117,-0.80193996,-0.95802253,-1.8210354,-0.65457064,0.0025054365,-1.386977,-1.1722677,-0.27406916,0.91627544,-1.1742138,-1.2641441,1.199633,-0.624926,-0.23149818,-1.3795912,-0.65690535,-1.9480715,1.1703435,-0.5897198,0.73295236,-0.08739513,0.865484,-1.1613489,-1.616218,-1.1234227,-1.0817306,-1.4426501,-0.36873809,-0.56988525,-0.8215121,-0.73643184,-1.4835762,0.68115115,-1.2190132,0.6569565,1.1553952,1.5746503,0.7235456,-1.2974396,1.615281,-0.9332271,-0.7627732,-0.602432,-0.69807905,-1.2136774,-0.6289511,-0.5675204,-0.9071975,-0.36151904,0.32046556,-0.1253438,0.34382457,0.5894573,-1.3998103,-1.9757698,0.3921774,1.1428282,0.8019427,-0.58468944,-1.00677,-1.6333966,-0.606953,0.45571673,0.61104447,0.411,-0.53180605,0.59192145,-0.5298853,0.43671826,-0.66070634,0.6512878,0.08768904,-0.40767267,0.52255327,-0.67282325,-0.83048075,-0.17209423,-0.40361863,-0.6691678,-0.399476,-0.5571323,-0.64365023,0.9010018,-0.8048953,0.81675154,-1.213791,1.4597096,-0.7464851,0.049321085,-0.68573266,0.38863683,0.7311366,-2.1380184,0.8953774,0.8976968,-0.62442076,-0.49127057
8,0.9267349,-0.24097896,-0.9015877,0.8693341,-1.5067569,0.9126255,1.1433132,-0.276083,-0.0038042068,-0.26466608,0.65543115,0.6461941,1.0006003,1.7089424,1.6355625,-0.45984387,1.2526102,1.2198706,-0.03684318,-0.830552,-0.32340485,-0.37570548,1.3546551,1.3594369,0.33589357,0.22761688,1.3799556,1.081167,-0.108718514,0.60946536,1.4085457,-0.6499491,-0.8368094,0.6961119,-0.6904837,0.5302258,-0.68303275,-0.5872277,0.013442159,1.7062752,0.9110345,0.7224927,0.57427704,0.77313334,-0.013513386,0.9043063,-0.41178945,-0.574237,-0.4761727,-0.75994694,0.3852618,-0.8209377,0.7510344,0.8710896,-0.52113867,-0.83921987,-0.81805706,0.030816793,-0.5842167,-0.6473141,-0.7165719,-0.6348134,1.7614762,-0.22322614,-0.55970216,0.73596025,-1.551053,-0.30966985,0.1405534,1.6359514,0.8192088,1.0154858,0.9690869,0.6592121,0.7477132,-0.9026935,-1.3731601,-0.55888176,-1.045968,0.82463896,-0.5532737,1.6947889,0.15556619,0.47506154,-0.5512361,0.8640735,0.3369566,1.1986045,-0.3234192,0.7413752,0.29755247,-0.41077268,-0.5406879,-0.6495514,-0.5126065,-0.05389172,-0.4273683,-0.7291368,-0.446165,1.6587206,1.1075484,0.9398931,1.2908285,1.1204991,0.5089609,-0.85286164,-0.68068457,-1.096338,-0.8797736,0.94149894,-0.94738317,-0.8768871,0.9326262,0.9254593,-0.68085325,-0.6758097
9,0.6476452,0.9706253,0.8501936,0.585901,0.17436695,0.51800966,0.89442265,0.4612625,0.049431235,1.5454127,0.41092095,0.563346,-0.084133744,-0.917912,-0.55534136,-0.05560035,-0.25323075,0.7035911,1.0797489,1.0848513,1.5506848,0.7292808,1.1588726,-0.9134526,0.8281523,-1.1860536,0.19246489,0.13581324,1.4332002,0.45695496,-0.63903403,1.3424866,0.8268326,0.971094,1.3976314,0.3804946,1.4438827,-0.60506487,-0.4740048,-0.5833864,-0.6499406,1.51096,0.7405535,-1.09039,-0.8914443,0.67619216,2.0560427,0.41397232,1.2693441,-0.79064494,0.34964496,1.2681708,-1.3254225,0.42769614,0.74747086,-0.9311845,0.752645,1.5364337,0.57124823,-0.7802326,-0.7422969,1.6056224,0.39276248,-0.08126581,0.73522574,0.28056479,0.83421105,1.151709,-0.8704674,-1.2317976,-0.36632627,-1.2640042,-0.12641358,0.38195804,1.0948573,0.69345236,-0.097730845,1.7702416,1.379968,0.7450913,1.7786199,-0.7013412,0.8321804,0.112494364,1.9395466,0.38258225,-1.7586818,-1.4090468,0.27432978,0.6629654,1.1510286,1.9638166,-0.5670639,1.1433719,1.5556996,1.0533977,1.9970264,-0.26754093,-0.4139512,-0.7016349,-0.632987,0.9020127,-1.1936193,-0.9642244,-1.2049884,-0.14153472,-0.6085986,1.5713112,1.361822,-1.4021069,-0.74217755,1.4374499,0.8883889,0.7593962,1.6068434,0.20524645
